I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19,14,34,2,-26,24,-19,-97,-112,-117,-82,-78
-14,9,24,2,-19,17,-19,-97,-112,-117,-78,-78
-14,4,19,4,-17,12,-19,-102,-112,-117,-78,-78
-14,4,19,4,-17,12,-19,-107,-112,-122,-82,-78
-29,0,29,14,-29,14,-19,-107,-122,-131,-82,-78
-29,0,29,14,-29,14,-19,-107,-126,-131,-92,-78
-29,0,29,14,-29,14,-19,-107,-126,-131,-92,-78
-29,0,29,14,-29,14,-19,-107,-126,-131,-92,-78
-24,-4,19,14,-21,7,-29,-107,-131,-141,-102,-87
-24,-4,19,14,-21,7,-29,-112,-131,-141,-102,-87
-24,0,24,12,-24,12,-29,-112,-126,-141,-102,-87
-24,4,29,9,-26,17,-29,-112,-126,-141,-102,-87
-24,14,39,4,-31,26,-19,-107,-122,-136,-102,-82
-24,14,39,4,-31,26,-19,-112,-122,-136,-97,-82
-19,4,24,7,-21,14,-19,-112,-122,-136,-92,-78
-19,4,24,7,-21,14,-19,-107,-117,-136,-82,-78
-19,19,39,0,-29,29,-19,-117,-126,-136,-92,-78
-24,19,43,2,-34,31,-19,-122,-126,-136,-92,-78
-24,19,43,2,-34,31,-19,-122,-126,-136,-92,-82
-24,29,53,-2,-39,41,-19,-122,-136,-141,-92,-82
-34,24,58,4,-46,41,-19,-112,-126,-141,-102,-82
-34,14,48,9,-41,31,-19,-107,-122,-141,-102,-78
-34,9,43,12,-39,26,-19,-107,-122,-141,-102,-78
-34,0,34,17,-34,17,-19,-112,-122,-141,-102,-78
-34,0,34,17,-34,17,-9,-112,-117,-141,-92,-82
-29,0,29,14,-29,14,-9,-112,-117,-141,-92,-82
-29,-4,24,17,-26,9,-9,-112,-117,-141,-92,-82
-34,-4,29,19,-31,12,-9,-112,-117,-141,-92,-87
-24,-4,19,14,-21,7,-19,-112,-126,-141,-92,-87
-24,-4,19,14,-21,7,-19,-112,-126,-141,-92,-82
-24,-4,19,14,-21,7,-19,-112,-126,-141,-92,-82
-24,-4,19,14,-21,7,-19,-112,-126,-141,-92,-82
-29,0,29,14,-29,14,-29,-112,-136,-141,-102,-82
-24,0,24,12,-24,12,-29,-112,-136,-141,-102,-82
-19,-4,14,12,-17,4,-29,-117,-136,-141,-102,-87
-19,-4,14,12,-17,4,-29,-117,-136,-141,-107,-87
-29,9,39,9,-34,24,-19,-107,-126,-141,-97,-87
-29,9,39,9,-34,24,-19,-107,-126,-141,-97,-87
-39,4,43,17,-41,24,-19,-107,-126,-141,-102,-87
-39,0,39,19,-39,19,-19,-107,-126,-136,-102,-87
-34,9,43,12,-39,26,-9,-107,-126,-136,-92,-78
-34,9,43,12,-39,26,-9,-107,-126,-141,-92,-78
-34,14,48,9,-41,31,-9,-107,-126,-141,-92,-78
-29,14,43,7,-36,29,-9,-107,-126,-141,-92,-78
-14,4,19,4,-17,12,-9,-107,-122,-136,-92,-73
-34,-19,14,26,-24,-2,-9,-102,-131,-141,-102,-82
-39,-9,29,24,-34,9,-9,-107,-126,-136,-97,-68
-29,-4,24,17,-26,9,-19,-107,-126,-136,-97,-78
-29,0,29,14,-29,14,-19,-107,-126,-136,-97,-78
-29,4,34,12,-31,19,-19,-107,-126,-136,-97,-78
-29,9,39,9,-34,24,-19,-107,-126,-136,-97,-78
-39,9,48,14,-43,29,-19,-107,-136,-136,-97,-87
-39,9,48,14,-43,29,-19,-107,-136,-136,-97,-87
-39,9,48,14,-43,29,-19,-107,-136,-136,-97,-87
-39,9,48,14,-43,29,-19,-107,-136,-136,-97,-87
-29,0,29,14,-29,14,-29,-117,-136,-146,-107,-97
-29,0,29,14,-29,14,-29,-117,-136,-146,-107,-97
-29,0,29,14,-29,14,-29,-117,-136,-146,-107,-97
-29,0,29,14,-29,14,-29,-117,-136,-146,-107,-97
-24,9,34,7,-29,21,-19,-107,-126,-146,-97,-87
-19,9,29,4,-24,19,-19,-107,-126,-146,-97,-87
-14,9,24,2,-19,17,-19,-107,-126,-146,-97,-87
-9,9,19,0,-14,14,-19,-107,-126,-146,-97,-87
-9,19,29,-4,-19,24,-19,-117,-136,-146,-97,-78
-9,19,29,-4,-19,24,-19,-117,-136,-146,-97,-78
-9,19,29,-4,-19,24,-19,-117,-136,-146,-97,-78
-9,19,29,-4,-19,24,-19,-117,-136,-146,-97,-78
-14,9,24,2,-19,17,-29,-107,-136,-146,-107,-78
-19,9,29,4,-24,19,-29,-107,-136,-146,-107,-78
-24,9,34,7,-29,21,-29,-107,-136,-146,-107,-78
-29,9,39,9,-34,24,-29,-107,-136,-146,-107,-78
-19,0,19,9,-19,9,-19,-97,-126,-136,-107,-78
-19,0,19,9,-19,9,-19,-97,-126,-136,-107,-78
-19,0,19,9,-19,9,-19,-97,-126,-136,-107,-78
-19,0,19,9,-19,9,-19,-97,-126,-136,-107,-78
-19,9,29,4,-24,19,-19,-102,-136,-146,-107,-78
-19,9,29,4,-24,19,-19,-107,-136,-146,-107,-78
-19,9,29,4,-24,19,-19,-112,-136,-146,-107,-78
-19,9,29,4,-24,19,-19,-117,-136,-146,-107,-78
-19,9,29,4,-24,19,-19,-107,-126,-136,-97,-68
-19,9,29,4,-24,19,-19,-107,-126,-136,-97,-68
-19,9,29,4,-24,19,-19,-107,-126,-136,-97,-68
-19,9,29,4,-24,19,-19,-107,-126,-136,-97,-68
-9,0,9,4,-9,4,-19,-97,-126,-136,-97,-78
-9,0,9,4,-9,4,-19,-97,-126,-136,-97,-78
-9,0,9,4,-9,4,-19,-97,-126,-136,-97,-78
-9,0,9,4,-9,4,-19,-97,-126,-136,-97,-78
-9,14,24,-2,-17,19,-29,-107,-126,-136,-107,-87
-9,19,29,-4,-19,24,-29,-107,-126,-136,-107,-87
-9,24,34,-7,-21,29,-29,-107,-126,-136,-107,-87
-9,29,39,-9,-24,34,-29,-107,-126,-136,-107,-87
-9,19,29,-4,-19,24,-29,-107,-126,-136,-107,-87
-9,19,29,-4,-19,24,-29,-107,-126,-136,-107,-87
-9,19,29,-4,-19,24,-29,-107,-126,-136,-107,-87
-9,19,29,-4,-19,24,-29,-107,-126,-136,-107,-87
-19,14,34,2,-26,24,-19,-97,-126,-136,-97,-78
-19,9,29,4,-24,19,-19,-97,-126,-136,-97,-78
-19,4,24,7,-21,14,-19,-97,-126,-136,-97,-78
-19,0,19,9,-19,9,-19,-97,-126,-136,-97,-78
-29,9,39,9,-34,24,-9,-97,-117,-126,-87,-68
-29,9,39,9,-34,24,-9,-97,-117,-126,-87,-68
-29,9,39,9,-34,24,-9,-97,-117,-126,-87,-68
-29,9,39,9,-34,24,-9,-97,-117,-126,-87,-68
-19,9,29,4,-24,19,-9,-97,-117,-126,-97,-68
-19,9,29,4,-24,19,-9,-97,-117,-126,-97,-68
-19,9,29,4,-24,19,-9,-97,-117,-126,-97,-68
-19,9,29,4,-24,19,-9,-97,-117,-126,-97,-68
-29,0,29,14,-29,14,-19,-87,-117,-136,-107,-73
-29,0,29,14,-29,14,-19,-87,-117,-136,-107,-78
-29,0,29,14,-29,14,-19,-87,-117,-136,-107,-82
-29,0,29,14,-29,14,-19,-87,-117,-136,-107,-87
-24,9,34,7,-29,21,-19,-87,-117,-126,-102,-82
-19,9,29,4,-24,19,-19,-87,-117,-126,-97,-78
-14,9,24,2,-19,17,-19,-87,-117,-126,-92,-73
-9,9,19,0,-14,14,-19,-87,-117,-126,-87,-68
-9,19,29,-4,-19,24,-19,-87,-117,-126,-87,-68
-9,19,29,-4,-19,24,-19,-87,-117,-126,-87,-68
-9,19,29,-4,-19,24,-19,-87,-117,-126,-87,-68
-9,19,29,-4,-19,24,-19,-87,-117,-126,-87,-68
-9,19,29,-4,-19,24,-29,-97,-117,-126,-97,-78
-9,19,29,-4,-19,24,-29,-97,-117,-126,-97,-78
-9,19,29,-4,-19,24,-29,-97,-117,-126,-97,-78
-9,19,29,-4,-19,24,-29,-97,-117,-126,-97,-78
-19,9,29,4,-24,19,-19,-97,-126,-126,-107,-87
-19,9,29,4,-24,19,-19,-97,-126,-126,-107,-87
-19,9,29,4,-24,19,-19,-97,-126,-126,-107,-87
-19,9,29,4,-24,19,-19,-97,-126,-126,-107,-87
-14,19,34,-2,-24,26,-29,-87,-126,-126,-107,-78
-9,19,29,-4,-19,24,-29,-87,-126,-126,-107,-78
-4,19,24,-7,-14,21,-29,-87,-126,-126,-107,-78
0,19,19,-9,-9,19,-29,-87,-126,-126,-107,-78
0,9,9,-4,-4,9,-29,-87,-126,-126,-97,-78
0,9,9,-4,-4,9,-29,-87,-126,-126,-97,-78
0,9,9,-4,-4,9,-29,-87,-126,-126,-97,-78
0,9,9,-4,-4,9,-29,-87,-126,-126,-97,-78
-9,9,19,0,-14,14,-29,-97,-126,-126,-97,-78
-9,9,19,0,-14,14,-29,-97,-126,-126,-97,-78
-9,9,19,0,-14,14,-29,-97,-126,-126,-97,-78
-9,9,19,0,-14,14,-29,-97,-126,-126,-97,-78
-9,0,9,4,-9,4,-24,-87,-117,-126,-87,-68
-9,0,9,4,-9,4,-19,-87,-117,-126,-87,-68
-9,0,9,4,-9,4,-14,-87,-117,-126,-87,-68
-9,0,9,4,-9,4,-9,-87,-117,-126,-87,-68
0,0,0,0,0,0,-19,-78,-117,-126,-97,-78
0,0,0,0,0,0,-19,-78,-117,-126,-97,-78
0,0,0,0,0,0,-19,-78,-117,-126,-97,-78
0,0,0,0,0,0,-19,-78,-117,-126,-97,-78
0,0,0,0,0,0,-19,-78,-107,-117,-87,-73
0,0,0,0,0,0,-19,-78,-107,-117,-87,-68
0,0,0,0,0,0,-19,-78,-107,-117,-87,-63
0,0,0,0,0,0,-19,-78,-107,-117,-87,-58
-4,0,4,2,-4,2,-19,-78,-117,-117,-87,-58
-9,0,9,4,-9,4,-19,-78,-117,-117,-87,-58
-14,0,14,7,-14,7,-19,-78,-117,-117,-87,-58
-19,0,19,9,-19,9,-19,-78,-117,-117,-87,-58
-9,0,9,4,-9,4,-19,-78,-117,-117,-97,-63
-9,0,9,4,-9,4,-19,-78,-117,-117,-97,-68
-9,0,9,4,-9,4,-19,-78,-117,-117,-97,-73
-9,0,9,4,-9,4,-19,-78,-117,-117,-97,-78
-4,9,14,-2,-9,12,-29,-78,-117,-117,-97,-78
0,9,9,-4,-4,9,-29,-78,-117,-117,-97,-78
4,9,4,-7,0,7,-29,-78,-117,-117,-97,-78
9,9,0,-9,4,4,-29,-78,-117,-117,-97,-78
4,4,0,-4,2,2,-19,-78,-117,-117,-97,-68
0,0,0,0,0,0,-19,-78,-117,-117,-97,-68
-4,-4,0,4,-2,-2,-19,-78,-117,-117,-97,-68
-9,-9,0,9,-4,-4,-19,-78,-117,-117,-97,-68
-9,-4,4,7,-7,0,-29,-78,-126,-117,-97,-68
-9,0,9,4,-9,4,-29,-78,-126,-117,-97,-68
-9,4,14,2,-12,9,-29,-78,-126,-117,-97,-68
-9,9,19,0,-14,14,-29,-78,-126,-117,-97,-68
0,9,9,-4,-4,9,-29,-68,-122,-107,-87,-58
0,9,9,-4,-4,9,-29,-68,-117,-107,-87,-58
0,9,9,-4,-4,9,-29,-68,-112,-107,-87,-58
0,9,9,-4,-4,9,-29,-68,-107,-107,-87,-58
9,0,-9,-4,9,-4,-29,-68,-107,-107,-97,-68
9,0,-9,-4,9,-4,-29,-68,-107,-107,-97,-68
9,0,-9,-4,9,-4,-29,-68,-107,-107,-97,-68
9,0,-9,-4,9,-4,-29,-68,-107,-107,-97,-68
9,-4,-14,-2,12,-9,-29,-68,-117,-117,-107,-68
9,-9,-19,0,14,-14,-29,-68,-117,-117,-107,-68
9,-14,-24,2,17,-19,-29,-68,-117,-117,-107,-68
9,-19,-29,4,19,-24,-29,-68,-117,-117,-107,-68
9,-29,-39,9,24,-34,-24,-63,-112,-112,-92,-53
9,-39,-48,14,29,-43,-19,-58,-107,-107,-87,-48
9,-48,-58,19,34,-53,-14,-53,-102,-102,-82,-43
9,-58,-68,24,39,-63,-9,-48,-97,-97,-78,-39
9,-73,-82,31,46,-78,0,-34,-82,-92,-73,-29
9,-87,-97,39,53,-92,0,-29,-78,-87,-68,-29
9,-102,-112,46,61,-107,0,-24,-73,-82,-63,-29
9,-117,-126,53,68,-122,0,-19,-68,-78,-58,-29
9,-107,-117,48,63,-112,0,-24,-73,-87,-68,-29
9,-97,-107,43,58,-102,0,-29,-78,-87,-68,-29
9,-87,-97,39,53,-92,0,-34,-82,-87,-68,-29
9,-78,-87,34,48,-82,0,-39,-87,-87,-68,-29
9,-78,-87,34,48,-82,0,-39,-87,-87,-78,-39
9,-78,-87,34,48,-82,0,-39,-87,-87,-78,-39
9,-78,-87,34,48,-82,0,-39,-87,-87,-78,-39
9,-78,-87,34,48,-82,0,-39,-87,-87,-78,-39
9,-68,-78,29,43,-73,-4,-39,-97,-97,-78,-48
9,-68,-78,29,43,-73,-9,-39,-97,-97,-78,-48
9,-68,-78,29,43,-73,-14,-39,-97,-97,-78,-48
9,-68,-78,29,43,-73,-19,-39,-97,-97,-78,-48
14,-63,-78,24,46,-70,-19,-39,-87,-87,-78,-48
19,-58,-78,19,48,-68,-19,-39,-87,-87,-78,-48
24,-53,-78,14,51,-65,-19,-39,-87,-87,-78,-48
29,-48,-78,9,53,-63,-19,-39,-87,-87,-78,-48
19,-53,-73,17,46,-63,-19,-39,-97,-97,-87,-58
19,-58,-78,19,48,-68,-19,-39,-97,-97,-87,-58
19,-63,-82,21,51,-73,-19,-39,-97,-97,-87,-58
19,-68,-87,24,53,-78,-19,-39,-97,-97,-87,-58
14,-53,-68,19,41,-61,-19,-48,-97,-97,-87,-48
14,-43,-58,14,36,-51,-19,-48,-97,-97,-92,-48
19,-39,-58,9,39,-48,-19,-48,-97,-97,-92,-48
19,-34,-53,7,36,-43,-19,-48,-97,-97,-92,-48
9,-39,-48,14,29,-43,-19,-39,-87,-87,-87,-39
14,-39,-53,12,34,-46,-19,-39,-87,-87,-82,-39
14,-34,-48,9,31,-41,-19,-39,-87,-87,-78,-39
14,-34,-48,9,31,-41,-19,-39,-87,-87,-73,-39
9,-43,-53,17,31,-48,-19,-39,-97,-92,-73,-39
9,-43,-53,17,31,-48,-19,-39,-97,-92,-78,-43
0,-43,-43,21,21,-43,-19,-39,-97,-92,-82,-48
0,-48,-48,24,24,-48,-19,-39,-97,-92,-87,-53
-4,-39,-34,21,14,-36,-9,-39,-87,-82,-78,-53
-4,-34,-29,19,12,-31,-9,-39,-87,-92,-78,-58
-4,-34,-29,19,12,-31,-9,-39,-87,-92,-78,-58
-4,-34,-29,19,12,-31,-9,-39,-87,-92,-78,-58
0,-39,-39,19,19,-39,-9,-29,-87,-82,-78,-48
4,-43,-48,19,26,-46,-9,-29,-87,-82,-78,-48
4,-48,-53,21,29,-51,-9,-29,-87,-82,-82,-48
0,-58,-58,29,29,-58,-9,-29,-82,-82,-82,-43
0,-68,-68,34,34,-68,-14,-39,-87,-92,-82,-43
0,-63,-63,31,31,-63,-19,-39,-92,-92,-82,-43
0,-63,-63,31,31,-63,-24,-39,-97,-92,-82,-43
0,-63,-63,31,31,-63,-29,-39,-102,-92,-82,-43
0,-53,-53,26,26,-53,-19,-29,-102,-92,-73,-39
0,-53,-53,26,26,-53,-19,-29,-97,-92,-73,-39
0,-53,-53,26,26,-53,-19,-29,-92,-87,-68,-39
0,-48,-48,24,24,-48,-19,-29,-82,-87,-68,-34
9,-34,-43,12,26,-39,-19,-29,-92,-78,-78,-43
9,-34,-43,12,26,-39,-19,-29,-92,-78,-78,-43
4,-34,-39,14,21,-36,-19,-29,-87,-73,-78,-39
4,-29,-34,12,19,-31,-14,-24,-82,-63,-68,-29
19,-19,-39,0,29,-29,-24,-24,-68,-73,-63,-19
24,-9,-34,-7,29,-21,-24,-14,-63,-63,-63,-19
24,-9,-34,-7,29,-21,-19,-9,-58,-63,-53,-14
24,-4,-29,-9,26,-17,-19,-4,-53,-58,-48,-14
29,4,-24,-17,26,-9,-14,-14,-58,-58,-58,-19
39,19,-19,-29,29,0,-9,-14,-53,-48,-58,-19
43,24,-19,-34,31,2,-4,-4,-43,-48,-58,-14
48,24,-24,-36,36,0,9,-4,-39,-48,-53,-14
34,34,0,-34,17,17,0,4,-39,-48,-53,-24
29,39,9,-34,9,24,0,4,-39,-43,-53,-24
24,43,19,-34,2,31,-9,0,-39,-43,-53,-19
19,43,24,-31,-2,34,-9,0,-39,-34,-48,-14
29,48,19,-39,4,34,-4,9,-24,-34,-39,-4
39,53,14,-46,12,34,-14,4,-24,-34,-39,-4
39,58,19,-48,9,39,-19,-4,-24,-34,-43,-4
39,63,24,-51,7,43,-39,-14,-29,-34,-43,-4
39,73,34,-56,2,53,-48,-14,-24,-29,-39,9
48,73,24,-61,12,48,-73,-19,-19,-24,-24,19
53,78,24,-65,14,51,-78,-24,-14,-19,-19,29
58,78,19,-68,19,48,-78,-24,-9,-19,-14,34
73,82,9,-78,31,46,-87,-48,-34,-19,-19,24
78,78,0,-78,39,39,-102,-53,-43,-24,-19,24
78,73,-4,-75,41,34,-107,-63,-48,-34,-19,24
73,68,-4,-70,39,31,-112,-68,-58,-39,-29,19
58,63,4,-61,26,34,-117,-82,-82,-53,-39,14
58,58,0,-58,29,29,-122,-92,-92,-63,-39,14
73,48,-24,-61,48,12,-131,-97,-97,-73,-43,14
82,43,-39,-63,61,2,-136,-102,-107,-82,-48,9
97,48,-48,-73,73,0,-136,-102,-107,-78,-58,0
102,63,-39,-82,70,12,-136,-102,-107,-78,-58,4
107,68,-39,-87,73,14,-136,-97,-107,-68,-48,9
107,68,-39,-87,73,14,-126,-87,-97,-63,-39,14
78,63,-14,-70,46,24,-122,-73,-82,-48,-34,29
68,58,-9,-63,39,24,-112,-63,-82,-43,-29,29
58,53,-4,-56,31,24,-102,-63,-78,-43,-24,29
43,43,0,-43,21,21,-82,-58,-78,-43,-19,24
48,29,-19,-39,34,4,-73,-68,-82,-53,-29,14
48,24,-24,-36,36,0,-68,-63,-87,-58,-34,0
53,19,-34,-36,43,-7,-58,-53,-92,-63,-39,0
48,14,-34,-31,41,-9,-58,-53,-97,-68,-48,0
34,-14,-48,-9,41,-31,-53,-43,-87,-73,-53,-4
29,-24,-53,-2,41,-39,-53,-48,-92,-82,-63,-19
24,-29,-53,2,39,-41,-53,-48,-107,-97,-73,-39
19,-39,-58,9,39,-48,-53,-48,-107,-97,-78,-53
19,-48,-68,14,43,-58,-53,-43,-107,-92,-73,-43
4,-53,-58,24,31,-56,-48,-39,-107,-92,-78,-53
0,-53,-53,26,26,-53,-43,-29,-102,-82,-78,-48
-4,-68,-63,36,29,-65,-39,-24,-102,-92,-82,-48
-4,-73,-68,39,31,-70,-19,-19,-92,-87,-92,-53
-19,-68,-48,43,14,-58,0,-9,-87,-102,-97,-68
-29,-78,-48,53,9,-63,29,24,-68,-92,-107,-87
-48,-78,-29,63,-9,-53,68,78,-48,-92,-136,-122
-73,-48,24,61,-48,-12,107,141,-9,-92,-170,-161
-92,-39,53,65,-73,7,141,185,19,-87,-185,-185
-97,-43,53,70,-75,4,146,224,53,-78,-175,-185
-87,-19,68,53,-78,24,146,244,97,-34,-141,-156
-68,19,87,24,-78,53,146,273,151,43,-68,-97
-9,19,29,-4,-19,24,146,326,229,146,43,-4
68,0,-68,-34,68,-34,122,366,273,244,165,87
146,9,-136,-78,141,-63,73,356,292,326,292,200
234,58,-175,-146,204,-58,-4,341,322,434,458,370
351,131,-219,-241,285,-43,-92,317,375,570,658,575
488,209,-278,-348,383,-34,-190,234,434,722,873,785
629,273,-356,-451,492,-41,-297,156,492,863,1102,995
766,326,-439,-546,602,-56,-390,92,527,1005,1302,1190
863,380,-483,-622,673,-51,-473,-4,536,1137,1498,1371
976,453,-522,-714,749,-34,-585,-141,536,1273,1693,1561
1122,502,-619,-812,871,-58,-707,-273,478,1346,1849,1693
1224,453,-771,-839,997,-158,-746,-380,380,1361,1932,1751
1254,356,-897,-805,1076,-270,-746,-453,326,1385,1981,1771
1220,336,-883,-778,1051,-273,-727,-566,302,1390,1995,1786
1107,356,-751,-732,929,-197,-702,-678,239,1307,1912,1727
878,351,-527,-614,702,-87,-614,-756,170,1180,1747,1586
639,331,-307,-485,473,12,-512,-805,136,1029,1488,1371
463,302,-161,-383,312,70,-444,-834,39,800,1151,1083
287,244,-43,-265,165,100,-375,-834,-107,517,805,795
136,141,4,-139,65,73,-287,-800,-234,248,463,497
9,34,24,-21,-7,29,-185,-727,-341,-24,122,209
-78,-58,19,68,-48,-19,-117,-673,-429,-234,-122,14
-117,-87,29,102,-73,-29,-97,-634,-453,-322,-209,-63
-117,-87,29,102,-73,-29,-78,-575,-419,-312,-214,-82
-107,-87,19,97,-63,-34,-68,-492,-380,-278,-190,-82
-102,-73,29,87,-65,-21,-63,-409,-336,-229,-156,-73
-102,-68,34,85,-68,-17,-48,-322,-273,-175,-122,-63
-73,-63,9,68,-41,-26,-39,-239,-214,-131,-97,-53
-39,-53,-14,46,-12,-34,-43,-190,-175,-97,-68,-48
-14,-48,-34,31,9,-41,-43,-165,-170,-82,-53,-19
-4,-43,-39,24,17,-41,-48,-151,-146,-73,-43,0
9,-24,-34,7,21,-29,-48,-122,-126,-58,-39,4
19,-48,-68,14,43,-58,-39,-92,-102,-58,-39,-4
-4,-82,-78,43,36,-80,-29,-68,-97,-53,-39,-14
-19,-82,-63,51,21,-73,-24,-43,-92,-53,-58,-29
-14,-34,-19,24,2,-26,-34,-24,-92,-53,-63,-39
-24,-24,0,24,-12,-12,-29,-14,-82,-48,-58,-53
-14,-43,-29,29,7,-36,-24,-4,-78,-53,-68,-43
-9,-43,-34,26,12,-39,-19,-4,-78,-68,-63,-39
-9,-48,-39,29,14,-43,-14,4,-78,-68,-78,-43
-19,-63,-43,41,12,-53,-14,4,-78,-73,-82,-48
-19,-82,-63,51,21,-73,-9,9,-82,-73,-82,-53
-9,-73,-63,41,26,-68,4,9,-87,-82,-97,-63
-9,-68,-58,39,24,-63,4,9,-92,-82,-97,-68
-14,-68,-53,41,19,-61,4,14,-92,-82,-102,-78
-14,-63,-48,39,17,-56,4,14,-97,-82,-102,-82
-19,-63,-43,41,12,-53,4,14,-92,-73,-97,-78
-14,-63,-48,39,17,-56,4,19,-87,-82,-97,-73
-14,-68,-53,41,19,-61,4,29,-82,-82,-97,-73
-14,-73,-58,43,21,-65,4,39,-78,-82,-97,-68
-14,-63,-48,39,17,-56,-4,39,-68,-78,-92,-68
-19,-63,-43,41,12,-53,-4,43,-58,-73,-92,-73
-19,-58,-39,39,9,-48,-4,43,-58,-73,-92,-78
-19,-58,-39,39,9,-48,-4,43,-63,-78,-92,-87
-29,-58,-29,43,0,-43,0,39,-73,-87,-107,-87
-29,-58,-29,43,0,-43,0,39,-73,-87,-107,-87
-29,-58,-29,43,0,-43,9,43,-68,-82,-102,-82
-24,-58,-34,41,4,-46,9,43,-68,-82,-102,-82
-19,-48,-29,34,4,-39,4,53,-58,-78,-97,-82
-14,-48,-34,31,9,-41,0,58,-58,-73,-92,-78
-9,-48,-39,29,14,-43,-4,58,-53,-68,-82,-68
-4,-48,-43,26,19,-46,-4,58,-53,-63,-78,-63
-9,-48,-39,29,14,-43,-4,48,-53,-73,-87,-63
-14,-48,-34,31,9,-41,-9,48,-58,-73,-87,-63
-19,-48,-29,34,4,-39,-9,53,-63,-73,-87,-63
-29,-48,-19,39,-4,-34,-4,53,-68,-73,-87,-63
-39,-48,-9,43,-14,-29,0,58,-58,-68,-87,-63
-39,-58,-19,48,-9,-39,4,58,-53,-68,-87,-63
-39,-58,-19,48,-9,-39,9,63,-53,-63,-87,-63
-34,-53,-19,43,-7,-36,14,63,-53,-63,-87,-63
-34,-48,-14,41,-9,-31,14,68,-53,-63,-87,-68
-34,-48,-14,41,-9,-31,9,68,-53,-63,-87,-73
-39,-53,-14,46,-12,-34,4,68,-53,-63,-87,-78
-39,-53,-14,46,-12,-34,0,68,-53,-58,-87,-82
-24,-58,-34,41,4,-46,9,82,-43,-58,-87,-82
-19,-58,-39,39,9,-48,14,82,-43,-58,-87,-82
-14,-58,-43,36,14,-51,14,82,-43,-58,-82,-82
-9,-48,-39,29,14,-43,14,82,-39,-58,-82,-82
-9,-48,-39,29,14,-43,24,82,-39,-58,-78,-78
-9,-53,-43,31,17,-48,24,92,-34,-48,-73,-68
-4,-68,-63,36,29,-65,29,92,-34,-43,-73,-63
-4,-73,-68,39,31,-70,29,92,-34,-43,-73,-58
-4,-63,-58,34,26,-61,14,97,-29,-48,-73,-68
-9,-68,-58,39,24,-63,14,97,-29,-48,-73,-68
-14,-68,-53,41,19,-61,19,97,-24,-43,-68,-63
-19,-58,-39,39,9,-48,19,97,-24,-39,-68,-63
-14,-53,-39,34,12,-46,9,87,-29,-48,-78,-68
-9,-48,-39,29,14,-43,9,87,-29,-48,-82,-68
0,-43,-43,21,21,-43,9,87,-29,-48,-82,-68
4,-39,-43,17,24,-41,9,92,-24,-48,-78,-68
4,-53,-58,24,31,-56,19,107,-24,-39,-68,-58
4,-53,-58,24,31,-56,24,112,-19,-39,-68,-58
4,-53,-58,24,31,-56,29,112,-19,-34,-73,-53
4,-53,-58,24,31,-56,34,112,-19,-29,-73,-53
4,-53,-58,24,31,-56,24,112,-9,-29,-63,-53
4,-48,-53,21,29,-51,24,117,-9,-29,-53,-53
4,-48,-53,21,29,-51,29,126,0,-19,-48,-53
4,-43,-48,19,26,-46,29,126,4,-19,-48,-48
4,-34,-39,14,21,-36,19,117,-4,-19,-48,-58
0,-39,-39,19,19,-39,24,117,0,-14,-53,-53
0,-39,-39,19,19,-39,29,126,4,-4,-53,-48
0,-39,-39,19,19,-39,29,131,9,0,-48,-48
-14,-48,-34,31,9,-41,29,146,19,0,-48,-43
-14,-48,-34,31,9,-41,29,146,24,4,-48,-43
-14,-48,-34,31,9,-41,34,151,29,4,-48,-43
-9,-48,-39,29,14,-43,34,156,34,9,-43,-43
-19,-48,-29,34,4,-39,39,165,39,9,-34,-34
-19,-34,-14,26,-2,-24,39,165,39,9,-34,-34
-19,-29,-9,24,-4,-19,39,170,43,14,-29,-34
-19,-29,-9,24,-4,-19,43,175,48,19,-29,-24
-24,-19,4,21,-14,-7,43,170,63,24,-19,-34
-24,-19,4,21,-14,-7,48,175,68,29,-19,-29
-19,-19,0,19,-9,-9,53,180,73,34,-19,-29
-19,-14,4,17,-12,-4,53,185,78,39,-14,-29
-19,-19,0,19,-9,-9,53,200,73,43,-4,-24
-9,-19,-9,14,0,-14,53,204,78,48,0,-24
-9,-24,-14,17,2,-19,53,209,82,53,0,-24
-9,-29,-19,19,4,-24,53,209,87,58,0,-24
-4,-24,-19,14,7,-21,48,219,92,53,-4,-24
0,-24,-24,12,12,-24,48,219,102,53,4,-24
4,-19,-24,7,14,-21,48,224,112,58,-4,-24
9,-19,-29,4,19,-24,48,234,117,63,-4,-19
19,-29,-48,4,34,-39,43,244,126,78,9,-9
19,-19,-39,0,29,-29,48,248,136,82,14,-9
24,-19,-43,-2,34,-31,48,253,136,87,14,-4
29,-9,-39,-9,34,-24,48,258,141,92,14,-4
39,0,-39,-19,39,-19,48,263,146,102,24,-9
48,0,-48,-24,48,-24,53,278,161,117,29,-9
48,4,-43,-26,46,-19,58,287,165,122,34,-9
43,4,-39,-24,41,-17,58,297,175,131,39,-4
39,14,-24,-26,31,-4,53,292,185,131,34,-4
43,19,-24,-31,34,-2,53,302,195,131,39,-4
39,24,-14,-31,26,4,53,312,204,136,43,-4
34,24,-9,-29,21,7,58,322,214,141,48,0
24,14,-9,-19,17,2,68,341,229,165,68,19
34,14,-19,-24,26,-2,73,351,244,175,73,19
34,14,-19,-24,26,-2,73,361,248,175,82,24
29,9,-19,-19,24,-4,73,370,263,190,87,29
